date,Impact - USD,Headline,Impact - Raw,Impact - units recalled,Impact - injured or killed,Impact - duration,Impact - duration unit,Impact - hours,Impact - customers affected,Impact - Qty,Currency Symbol,Impact - Currency,Country,Region,Failure Type,Organization Type,Government Type,Government Department,Industry Area,url,Project,Companies,Theme
2010-05-01,392860036,UK Scraps £5.3 Billion National Identity Register Project,£257 Million of investment was wasted.,,,,,,,257000000,£,GBP,UK,"Europe, Middle East, and Africa",Project Failure,Government,National,Law Enforcement,,http://www.zdnet.com/article/id-cards-why-they-were-destined-to-fail/; http://www.washingtonpost.com/wp-dyn/content/article/2007/08/12/AR2007081200379.html,,,project termination/cancellation
2010-12-01,732556105,UK FiReControl Project Axed after Costs Escalate from £100 Million to over £423 Million,The project was terminated in December 2010 after spending £250 million and producing nothing of material value. Another £219 million in committed costs bring the total so far to £469 million.,,,,,,,469000000,£,GBP,UK,"Europe, Middle East, and Africa",Project Failure,Government,National,Law Enforcement,,http://spectrum.ieee.org/riskfactor/computing/it/uk-firecontrol-project-finally-axed,,,project termination/cancellation
2011-03-01,,Computer Problems at Japan's Mizuho Bank Continued into Second Week,Millions of financial transactions had processing delays for a week. ATMs were affected for 5 days.,,,5,days,120,1000000,,,,Japan,Asia Pacific and Japan,Operational Failure,Commercial,,,Banking and Financial,http://spectrum.ieee.org/riskfactor/computing/it/japans-mizuho-bank-computer-problems-persist-in-second-week,,,bank
2011-07-01,45000000,Chicago's Project Shield Canceled after 8 Years and $45 Million Wasted,An audit report stated that there was virtually no project management or oversight.,,,,,,,45000000,$,USD,US,The Americas,Project Failure,Government,State/Local,Law Enforcement,,http://spectrum.ieee.org/riskfactor/computing/it/chicago-project-shields-depressing-post-mortem,,,project termination/cancellation
2011-10-01,90800000,VA’s $608 Million Financial and Logistics Integrated Technology Enterprise Project Canceled,$90.8 Million was wasted on the project.,,,,,,,90800000,$,USD,US,The Americas,Project Failure,Government,National,Defense and Veterans Affairs,,http://fcw.com/articles/2010/07/13/va-cancels-flite-program.aspx; http://www.va.gov/oig/pubs/VAOIG-11-00324-20.pdf,,,project termination/cancellation
2011-11-01,,Maintenance Issue Takes Down UK RBS and NatWest's Online and Telephone Banking Systems,15 Million customers were affected.,,,1,days,24,15000000,,,,UK,"Europe, Middle East, and Africa",Operational Failure,Commercial,,,Banking and Financial,http://spectrum.ieee.org/riskfactor/computing/it/millions-in-uk-affected-by-it-system-glitches-at-hsbc-rbs-and-natwest-banks-over-past-few-days,,,bank
2013-02-01,134000000,California Cancels $208 Million DMV Modernization IT Project,"$134 Million was spent over 6 years, but the project didn't make any real progress.",,,,,,,134000000,$,USD,US,The Americas,Project Failure,Government,State/Local,Transportation,,http://spectrum.ieee.org/riskfactor/computing/it/dj-vu-all-over-again-californias-dmv-it-project-cancelled,,HP,project termination/cancellation
2013-04-01,22529825,UK Surrey Police Siren Criminal Investigation System Canceled,The £15 Million investment was found not fit for its purpose.,,,,,,,1.48E7,£,GBP,UK,"Europe, Middle East, and Africa",Operational Failure,Government,State/Local,Law Enforcement,,http://www.bbc.com/news/uk-27911416,,,project termination/cancellation
2013-05-01,153096708,BBC Blows £98.4 Million on Failed Digital Media Initiative,"After spending £98.4 Million, the BBC admits to poor project management.",,,,,,,98400000,£,GBP,UK,"Europe, Middle East, and Africa",Project Failure,Government,National,Commerce and Communications,,http://spectrum.ieee.org/riskfactor/computing/it/bbc-blows-984m-on-digital-media-initiative-project,,,project termination/cancellation
2013-06-01,2.0E7,Tennessee Cancels $37 Million Vision Integration Platform (VIP) Project,The project was in its 7th year and had cost $20 Million without producing much of value.,,,,,,,2.0E7,$,USD,US,The Americas,Project Failure,Government,State/Local,Health and Human Services,,http://archive.wbir.com/rss/article/271940/2/-State-pulls-plug-on-multi-million-dollar-computer-system,,,project termination/cancellation
2013-10-01,2.79E7,Alaska Public Safety Information Network Database Modernization Quietly Killed After 11 years of Effort And $28 Million,"Modernization of APSIN, Alaska's criminal information database, was abandoned when it couldn't be made to work properly after $28 Million spent.",,,,,,,2.79E7,$,USD,US,The Americas,Project Failure,Government,State/Local,Law Enforcement,,http://www.adn.com/article/20150207/alaska-government-spent-nearly-28-million-botched-database-project,,,project termination/cancellation
2014-04-01,166339993,Victoria Government Finally Kills AU$180 Million Ultra Schools Portal,"The project cost was triple the original AU$60 Million estimate, and only 4% of schools ever used the system.",,,,,,,1.8E8,$,AUD,Australia,Asia Pacific and Japan,Project Failure,Government,State/Local,Education,,http://www.theage.com.au/victoria/plug-pulled-on-schools-disastrous-ultranet-computer-system-20140419-36xse.html,,,project termination/cancellation
2014-09-01,57768786,Netherlands Social Insurance Bank SVB Scraps New €44 Million IT System after Persistent Failures,Termination resulted in a €44 Million write-off.,,,,,,,44000000,€,EUR,Netherlands,"Europe, Middle East, and Africa",Project Failure,Government,National,Health and Human Services,,http://www.dutchnews.nl/news/archives/2014/09/social_insurance_bank_scraps_n.php/,,,project termination/cancellation
2015-03-01,1000000,"Rutherford County, Tennessee Pulls Plug on $1 million Court Management System","The county spent 2 years and $1 Million trying to modernize their old court management system, without success. Litigation is likely.",,,,,,,1000000,$,USD,US,The Americas,Project Failure,Government,State/Local,Law Enforcement,,http://www.dnj.com/story/news/2015/03/21/million-dollar-glitch/25166703/,,,project termination/cancellation
2006-07-01,31000000,North Carolina Cancels New  $171 Million Medicaid Development,$31 Million was spent before cancellation.,,,,,,,31000000,$,USD,US,The Americas,Project Failure,Government,State/Local,Health and Human Services,,http://gcn.com/articles/2006/07/19/north-carolina-ends-medicaid-pact-with-acs.aspx; http://www.ncleg.net/DocumentSites/committees/JLOCIT/10-08-2013/Fiscal%20Research_NCTracks%20Information%20Paper-2013-10-08.pdf,,EDS,"project termination/cancellation, health"
2011-11-01,,IT Problem Takes Down UK HSBC's Online Banking and ATM System,15 Million customers affected,,,2,hours,2,15000000,,,,UK,"Europe, Middle East, and Africa",Operational Failure,Commercial,,,Banking and Financial,http://spectrum.ieee.org/riskfactor/computing/it/millions-in-uk-affected-by-it-system-glitches-at-hsbc-rbs-and-natwest-banks-over-past-few-days,,,bank
2011-09-01,20561706978,UK Terminates £12.7 Billion National Electronic Health Record Program,Over £12 Billion is thought to be wasted.,,,,,,,1.27E10,£,GBP,UK,"Europe, Middle East, and Africa",Project Failure,Government,National,Health and Human Services,,http://spectrum.ieee.org/riskfactor/computing/it/npfit-dismantled-uk-government-announces-end-of-its-127-billion-national-electronic-health-record-program,,,"project termination/cancellation, health"
2012-05-01,585860071,Victoria Australia Terminates Troubled HealthSMART Electronic Health Record System,AU$566 Million was spent with little to show for it. The original cost in 2007 was estimated to be AU$323 Million.,,,,,,,5.66E8,$,AUD,Australia,Asia Pacific and Japan,Project Failure,Government,State/Local,Health and Human Services,,http://spectrum.ieee.org/riskfactor/computing/it/troubled-healthsmart-system-finally-cancelled-in-victoria-australia-,,,"project termination/cancellation, health"
2013-02-01,1300000000,DOD Cancels Interoperable Electronic Health Record System Project,$1.3 billion was spent before cancellation.,,,,,,,1300000000,$,USD,US,The Americas,Project Failure,Government,National,Defense and Veterans Affairs,,http://www.defense.gov/transcripts/transcript.aspx?transcriptid=5187; http://www.ihealthbeat.org/articles/2013/8/29/va-pentagon-spent-at-least-13b-on-canceled-joint-ehr-system?view=print,,,"project termination/cancellation, health"
2014-01-01,1.25E7,Federal Government Fires Health Exchange Contractor,"CGI's contract was not renewed, but it was paid at least $12.5 million.",,,,,,,1.25E7,$,USD,US,The Americas,Operational Failure,Government,National,Health and Human Services,,http://www.washingtonpost.com/politics/obama-administration-to-end-contract-with-cgi-federal-company-behind-healthcaregov/2014/01/10/001eb05a-719e-11e3-8b3f-b1666705ca3b_story.html; http://www.nationaljournal.com/health-care/obamacare-website-has-cost-840-million-20140730,,CGI,health
2014-02-01,2.8E7,Maryland Terminates $193 Million Health Insurance Exchange Project,The state spent $73 million and got a refund of $45 million from the vendor.,,,,,,,2.8E7,$,USD,US,The Americas,Project Failure,Government,State/Local,Health and Human Services,,http://articles.baltimoresun.com/2014-02-24/news/bal-state-fires-health-exchange-contractor-20140224_1_noridian-optum-qssi-isabel-fitzgerald; http://www.baltimoresun.com/health/blog/bs-hs-noridian-settlement-20150721-story.html#page=1,,,"project termination/cancellation, health"
2014-03-01,107000000,Massachusetts Calls It Quits on $89 Million Health Insurance Exchange,"The state admits that it can't get the  exchange to work properly. The $89 million contract with CGI was canceled with the state agreeing to pay $52 million. However, in June 2015, the Massachusetts exchange, which was originally estimated to cost $174 million to develop, was rescoped at a new cost of $281 million. This is likely to ballon to over $300 million.",,,,,,,107000000,$,USD,US,The Americas,Project Failure,Government,State/Local,Health and Human Services,,http://www.masslive.com/politics/index.ssf/2014/03/massachusetts_to_fire_technolo.html; https://www.bostonglobe.com/lifestyle/health-wellness/2014/06/20/state-reaches-settlement-with-cgi-builder-botched-health-insurance-website/IIW25yQ7QqRek8d9nV3Z4J/story.html; https://pgcompliancecoach.wordpress.com/2014/11/18/massachusetts-new-254-million-health-exchange-website-is-working/; https://www.bostonglobe.com/metro/2015/02/28/health-connector-website-needs-million-upgrades-this-year-director-says/0dg9tvF666ig3Tzsq402HL/story.html,,CGI,"project termination/cancellation, health"
2015-01-01,6200000,Tennessee Cancels $37.5 Million TennCare Medicaid System After Spending $6.2 Million,The system showed few signs of ever working after $6.2 million was spent.,,,,,,,6200000,$,USD,US,The Americas,Project Failure,Government,State/Local,Health and Human Services,,http://www.timesfreepress.com/news/local/story/2015/jan/13/state-officials-decide-cut-ties-tenncare-comp/282369/,,Northrop Grumman,"project termination/cancellation, health"
2005-10-01,176458651,"Sainsbury Terminates £2.1 Billion, Ten-year IT Outsourcing Contract After Four Years",Sainsbury will take a £100 Million write-off.,,,,,,,1.0E8,£,GBP,UK,"Europe, Middle East, and Africa",Project Failure,Commercial,,,Retail,http://www.computerweekly.com/news/2240075714/Sainsburys-drops-its-21bn-outsourcing-contract-after-fundamental-overhaul-of-IT,,,contract termination/cancellation
2008-04-01,2200000000,US Census Reverts to Paper Forms for 2010 Census Due To Handheld Computer Problems,"$595 Million was spent on the scrapped computer contract, but it cost $2.2 Billion to go back to paper forms.",,,,,,,2200000000,$,USD,US,The Americas,Project Failure,Government,National,Commerce and Communications,,http://spectrum.ieee.org/riskfactor/computing/it/census_going_back_to_paper_due,,,contract termination/cancellation
2009-01-01,58900000,Miami-Dade School Board Terminates $85.4 Million Payroll System Contract,The district fires Deloitte after spending $58.9 Million ($32 Million on software).,,,,,,,58900000,$,USD,US,The Americas,Project Failure,Government,State/Local,Education,,http://www.eschoolnews.com/2009/01/15/miami-dade-school-board-fires-software-consulting-company/; https://www.bostonglobe.com/business/2013/10/06/deloitte-projects-plagued-with-troubles-around-country/gbNRcQg6yKHDS4yGVxh1RM/story.html; http://files.eric.ed.gov/fulltext/ED536523.pdf; http://files.eric.ed.gov/fulltext/ED536523.pdf,,Deloitte,"contract termination/cancellation, payroll"
2009-10-01,437000000,"Indiana Cancels $1.3 Billion Welfare Contract with IBM, Lawsuit Looms","IBM was paid $441 million at time of cancellation. The state sued IBM and lost in 2012, and was ordered to pay IBM another $62 million. On appeal, state won  a reversal in 2014. IBM and the state are in mediation.",,,,,,,437000000,$,USD,US,The Americas,Project Failure,Government,State/Local,Health and Human Services,,http://spectrum.ieee.org/riskfactor/computing/it/indiana-follows-through-with-threat-cancels-13-billion-outsourcing-contract; http://www.govtech.com/health/Nobody-Wins-in-Indiana-vs-IBM-Lawsuit-Judge-Says.html; http://www.ibj.com/articles/46136-appeals-court-ibm-breached-contract-with-state; http://www.cio.com/article/2393757/legal/ibm-beats-indiana-in-outsourcing-case-no-one--deserves-to-win-.html,,,contract termination/cancellation
2011-01-01,1000000000,SBInet Contract Terminated after $1 Billion Spent,"After more than $1 Billion spent, the system can't be made to work.",,,,,,,1000000000,$,USD,US,The Americas,Project Failure,Government,National,Customs,,http://spectrum.ieee.org/riskfactor/computing/it/sbinet-officially-bites-the-dust,,,"airport/port/customs systems, contract termination/cancellation"
2011-03-01,6000000000,US DoD Cancels Joint Tactical Radio System (JTRS) GMR Development Contract,The DoD started the program in 1997 and invested $6 billion. It also spent $11 billion on the old style of radios because of program delays.,,,,,,,6000000000,$,USD,US,The Americas,Project Failure,Government,National,Defense and Veterans Affairs,,http://www.publicintegrity.org/2012/01/10/7816/failure-communicate-inside-armys-doomed-quest-perfect-radio,,,contract termination/cancellation
2008-08-01,,Computer Problem Crashes London Heathrow T3 Check-in and Baggage System,"The outage lasted for hours, forcing 2,000 passengers to fly without their bags.",,,1,hours,1,6000,,,,UK,"Europe, Middle East, and Africa",Operational Failure,Commercial,,,Air Transport,http://spectrum.ieee.org/riskfactor/computing/it/heathrow_baggage_problems_agai; http://news.bbc.co.uk/2/hi/uk_news/england/london/7561838.stm,,,airport/port/customs systems
2014-03-01,310000000,Oregon Terminates Health Insurance Exchange Contract,Over $310 Million was spent without anything to show for it.,,,,,,,310000000,$,USD,US,The Americas,Project Failure,Government,State/Local,Health and Human Services,,http://spectrum.ieee.org/riskfactor/computing/it/oracle-assails-states-false-narrative-of-blame-over-cover-oregon-debacle; http://www.kgw.com/story/news/politics/2015/03/02/cover-oregon-kitzhaber-oracle-cost/24253479/; http://spectrum.ieee.org/riskfactor/computing/it/uncover-oregon-states-healthcare-exchange-website-still-inoperable-four-months-after-planned-launch; http://www.latimes.com/nation/nationnow/la-na-nn-oracle-oregon-lawsuit-20140809-story.html#page=1; http://fortune.com/2014/08/22/oregon-oracle-spat-200-million-lawsuit/,,Oracle,"contract termination/cancellation, health"
2014-12-01,1.7E7,New Jersey Cancels $118 Million Social Welfare Computer System Contract with HP,"The original cost in 2007 was $83 Million for a six year project. The state’s own project-related
costs added up to an additional $109 million,brining the total to $227 million. HP was paid $17 million after refunding the state $7 million..",,,,,,,1.7E7,$,USD,US,The Americas,Project Failure,Government,State/Local,Health and Human Services,,http://spectrum.ieee.org/riskfactor/computing/it/new-jersey-finally-cancels-118-million-social-welfare-computer-system; http://www.nj.com/politics/index.ssf/2015/01/it_company_will_refund_nj_75_million_but_will_not_deliver_on_contract_to_automate_social_service_pro.html,,"HP, EDS",contract termination/cancellation
2007-11-01,,UK Government Mislays Nearly Half the Country's Personal Details,Two discs containing information on 25 Million Britons was lost in the mail.,,,,,,25000000,,,,UK,"Europe, Middle East, and Africa",Operational Failure,Government,National,Law Enforcement,,http://spectrum.ieee.org/riskfactor/computing/it/uk_government_mislays_25_milli,,,misc
2012-07-01,26000000,FBI Sentinel System Finally Goes Live,"The final cost was said to be $451 Million, $26 Million over the initial estimate.",,,,,,,26000000,$,USD,US,The Americas,Operational Failure,Government,National,Law Enforcement,,http://www.bloomberg.com/news/2012-07-31/fbi-computer-system-operational-after-delays-and-cost-overruns.html,FBI VCF/Sentinel,,misc
2012-12-01,18000000,Vermont and HP Settle Over Failed Dept. of Motor Vehicle Project,"Project cost was $18 Million; HP refunds state $8.4 Million, making state's cost $9.6 Million",,,,,,,18000000,$,USD,US,The Americas,Project Failure,Government,State/Local,Transportation,,http://vtdigger.org/2012/12/05/state-wins-8-37-million-back-from-hp-for-failed-dmv-system/,,HP,misc
2013-01-01,3.21E8,Navy Minesweeper Runs Aground in Protected Philippine Waters Following Incorrect Digital Chart,"The digital navigation map was off by 8 nautical miles, and the ship later had to be dismantled. The cost was over $44 million (not including the loss of the $277 million ship).",,,,,,,3.21E8,$,USD,Philippines,Asia Pacific and Japan,Operational Failure,Government,National,Defense and Veterans Affairs,,http://spectrum.ieee.org/riskfactor/computing/it/it-hiccups-of-the-week-digital-navigation-error-leads-to-dismantling-of-us-navy-ship; http://www.navytimes.com/article/20130620/NEWS/306200040; http://www.navytimes.com/article/20130620/NEWS/306200040; http://www.dailymail.co.uk/news/article-2270395/U-S-Navy-hack-61million-minesweeper-ship-pieces-remove-sensitive-reef-near-Philippines.html,,,misc
2015-03-01,6.1E7,Idaho Spent $61 million on failed school Management System,"Idaho spent $40 million of its own money and $21 million from an educational foundation, to develop a state-wide instructional management system that doesn't work.",,,,,,,6.1E7,$,USD,US,The Americas,Project Failure,Government,State/Local,Education,,http://www.spokesman.com/stories/2015/mar/25/idaho-spent-61-million-on-failed-school/,,,misc
2008-05-01,394614304,Centrica Sues for £182 Million over Botched Customer Billing System,Centrica wrote off £200 Million because of the botched system.,,,,,,,200000000,£,GBP,UK,"Europe, Middle East, and Africa",Project Failure,Commercial,,,Energy and Utilities,http://spectrum.ieee.org/riskfactor/computing/it/lawyer_asteroid_hits_project_j; http://uk.reuters.com/article/2008/05/12/press-digest-idUKNOA22285520080512,,,billing
2010-08-01,,"80,000 State Farm Insurance Customers Double Billed",The automated billing system goes haywire.,,,,,,80000,,,,US,The Americas,Operational Failure,Commercial,,,Retail,http://spectrum.ieee.org/riskfactor/computing/it/thousands-of-state-farm-and-aafes-customers-erroneously-billed,,,billing
2011-08-01,,Texas Utility Computer Upgrade Glitches,"Oncor Electric Delivery metering software glitches affects over 300,000 customers' bills.",,,10,days,240,330000,,,,US,The Americas,Operational Failure,Commercial,,,Energy and Utilities,http://spectrum.ieee.org/riskfactor/computing/it/electric-billing-issues-for-300000-texas-residents-after-software-upgrade-glitch,,,billing
2012-06-01,49000000,New Philadelphia Water Billing System Still Defective,"The city has spent $49 Million on 5 IT billing systems in all, and it still can't get its water billing system to work right.",,,,,,,49000000,$,USD,US,The Americas,Project Failure,Government,State/Local,Finance and Treasury,,http://www.philadelphiacontroller.org/page.asp?id=794,,,billing
2013-03-01,,Billing Problem Affects EnergyAustralia Customers,"New IBM billing system causes problems for 145,000 customers. ",,,,,,145000,,,,Australia,Asia Pacific and Japan,Operational Failure,Commercial,,,Energy and Utilities,http://spectrum.ieee.org/riskfactor/computing/it/it-hiccups-of-the-week-hundreds-of-thousands-hit-by-us-tax-filing-glitches,,,billing
2013-12-01,,"New $162 Million LA County Dept of Water and Power Billing System Sends out 70,000 wrong bills",The DWP system was originally supposed to cost $59 Million.,,,,,,70000,,,,US,The Americas,Operational Failure,Government,State/Local,Utilities,,http://spectrum.ieee.org/riskfactor/computing/it/los-angeles-department-of-water-and-power-scrambles-to-fix-billing-system-mess; http://www.cbsnews.com/news/power-restored-after-amtrak-disruption/,,,billing
2014-10-01,,Duke Energy Falsely Reports Customers As Delinquent Bill Payers for Four Years,"Energy company blames coding error for false reports on over 500,000 customers.",,,4,years,34944,500000,,,,US,The Americas,Operational Failure,Commercial,,,Energy and Utilities,http://spectrum.ieee.org/riskfactor/computing/it/duke-energy-wrongly-reports-500000-customers-as-delinquent-bill-payers-since-2010-,,,billing
2008-09-01,,UK NATS Computer System Software Problem Cancels Flights,"100 flights canceled, dozens grounded for 30 minutes, untold others delayed across the UK and Europe.",,,2,hours,2,,,,,UK,"Europe, Middle East, and Africa",Operational Failure,Commercial,,,Air Transport,http://spectrum.ieee.org/riskfactor/computing/it/atc_software_problem_hits_uk_a,,,airport/port/customs systems
2006-04-01,,Microsoft 's MSN Search Engine Crashes,The outage lasted nearly four hours.,,,3.5,hours,3.5,,,,,Worldwide,Worldwide,Operational Failure,Commercial,,,IT,http://www.computerworld.com.au/article/154576/msn_search_engine_suffers_hours-long_outage/,,Microsoft,system outage/crash
2006-05-01,,Software Bug Takes Down Amtrak Power in Northeast,The outage lasted for about 2 hours.,,,2,hours,2,,,,,US,The Americas,Operational Failure,Commercial,,,Rail,http://www.nytimes.com/2007/02/24/us/24amtrak.html; http://www.cbsnews.com/news/power-restored-after-amtrak-disruption/,,,mass transit
2006-05-01,,Montana Government IT Systems Crash,Systems were offline for a day.,,,1,days,24,,,,,US,The Americas,Operational Failure,Government,State/Local,Information Technology,,http://redmondmag.com/articles/2006/05/23/computer-outage-strikes-montana-state-government.aspx;  http://www.spokesman.com/stories/2006/may/23/computer-outage-stalls-montana-government/,,,system outage/crash
2007-06-01,,International Space Station Experiences Total Loss of Computers,The computer was fixed after a few days.,,,6,days,144,,,,,Space,Worldwide,Operational Failure,Government,International,Space,,http://spectrum.ieee.org/aerospace/space-flight/space-station-internal-nasa-reports-explain-origins-of-june-computer-crisis,,,system outage/crash
2007-12-01,,Computer Problems Close Major Seattle Bus Tunnel for Days,The tunnel was out for nearly a week.,,,1,weeks,168,,,,,US,The Americas,Operational Failure,Government,State/Local,Transportation,,http://spectrum.ieee.org/riskfactor/computing/it/seattle_bus_tunnel_computer_st,,,mass transit
2010-01-01,721625027,Australia's Myki AU$1.3 Billion Ticketing System Launch Marred by Problems,"Nearly three years late, and AU$800 Million over budget, the project is full of glitches galore.",,,,,,,8.0E8,$,AUD,Australia,Asia Pacific and Japan,Operational Failure,Government,State/Local,Transportation,,http://spectrum.ieee.org/riskfactor/computing/it/australias-au13-billion-myki-ticketing-system-introduction-marred-by-multiple-missteps,,,mass transit
2007-12-01,18500000,LAUSD Payroll System Cost Jumps from $95 Million to $210 Million,"The ""official"" cost overrun was $37 million, and the state was able to recover half of that amount.",,,,,,,18500000,$,USD,US,The Americas,Operational Failure,Government,State/Local,Education,,http://spectrum.ieee.org/riskfactor/computing/it/lausd_payroll_system_from_95_m; http://www.dailynews.com/general-news/20071216/lausd-payroll-system-price-tag-balloons; http://articles.latimes.com/2008/nov/27/local/me-payroll27); http://articles.latimes.com/2010/jul/01/local/la-me-0701-lausd-payroll-20100701,,Deloitte,payroll
2014-05-01,,US Immigration Court System Server Outage Enters Week Six,59 immigration courts have to revert to pencil and paper.,,,6,weeks,1008,,,,,US,The Americas,Operational Failure,Government,National,Law Enforcement,,http://spectrum.ieee.org/riskfactor/computing/it/us-immigration-court-system-outage-enters-week-six; http://www.pbs.org/newshour/updates/weeks-long-computer-crash-sends-u-s-immigration-courts-back-pencils-paper/,,,system outage/crash
2014-11-01,,Microsoft Azure Cloud Goes Down for over 11 Hours,"An update error compounded by human error takes down Microsoft Office 365,  Xbox Live , and other services across the United States, Europe, Japan, and Asia.",,,11,hours,11,,,,,Worldwide,Worldwide,Operational Failure,Commercial,,,IT,http://spectrum.ieee.org/riskfactor/computing/it/blob-frontend-bug-bites-microsoft-azure-cloud-,,Microsoft,system outage/crash
2008-03-01,,Software Update Brings Down Georgia Nuclear Power Plant,The plant went into emergency shutdown for 48 hours.,,,2,days,48,,,,,US,The Americas,Operational Failure,Commercial,,,Energy and Utilities,http://spectrum.ieee.org/riskfactor/computing/it/software_update_brings_down_nu,,,system outage/crash
2007-08-01,,US Customs Computer System at LAX Suffers Hardware Crash,"20,000 arriving passengers going through customs were delayed for hours, and there were delays for outbound international flights, as well.",,3,13.5,hours,13.5,20000,,,,US,The Americas,Operational Failure,Government,National,Customs,,http://www.washingtonpost.com/wp-dyn/content/article/2007/08/12/AR2007081200147.html,,,airport/port/customs systems
2008-10-01,,Qantas Airbus 330 Dives Due to Faulty Computer Component,"Over 70 passengers and crew were injured, 14 of them severely.",,70,,,,70,,,,Australia,Asia Pacific and Japan,Operational Failure,Commercial,,,Air Transport,http://spectrum.ieee.org/riskfactor/computing/it/qantas_dive_was_caused_by_faul; http://www.dailytelegraph.com.au/a-flash-then-we-plunged/story-e6freuy9-1111117691511,,,airplane
2009-06-01,,Automated Train Control Failure Involved in Washington DC Metro Crash,9 people were killed and 52 injured in the crash.,,61,,,,,,,,US,The Americas,Operational Failure,Commercial,,,Rail,http://spectrum.ieee.org/riskfactor/computing/it/national-transportation-safety-board-issues-urgent-dc-metro-safety-recommendation; http://www.ntsb.gov/investigations/AccidentReports/Reports/RAR1002.pdf,,,mass transit
2009-06-01,,Air France Flight 447 Crashes Off Coast of Brazil,"228 passengers and crew perished in the crash, in a deadly example of the ""automation paradox.""",,228,,,,228,,,,"Brazil, France",Worldwide,Operational Failure,Commercial,,,Air Transport,http://spectrum.ieee.org/riskfactor/aerospace/aviation/air-france-flight-447-crash-caused-by-a-combination-of-factors; http://www.theguardian.com/world/2011/apr/04/air-france-plane-crash-victims-found,,,airplane
2005-11-01,,Computer Problem Shuts Tokyo Stock Exchange,The exchange is closed for a day.,,,1,days,24,,,,,Japan,Asia Pacific and Japan,Operational Failure,Commercial,,,Stock Exchanges,http://www.theregister.co.uk/2005/11/25/stock_exchange_glitch_fall_out/,,,stock exchange
2005-12-01,3.3E8,Fat finger Trade Causes Havoc on Tokyo Stock Exchange,Mizuho Securities brokerage suffers a $330 Million loss.,,,,,,,3.3E8,$,USD,Japan,Asia Pacific and Japan,Operational Failure,Commercial,,,Stock Exchanges,http://www.nytimes.com/2005/12/13/business/worldbusiness/13glitch.html,,,stock exchange
2007-11-01,,London Stock Exchange Experiences Computer Problems,Delays in trading last less than an hour.,,,40,minutes,0.6666666667,,,,,UK,"Europe, Middle East, and Africa",Operational Failure,Commercial,,,Stock Exchanges,http://spectrum.ieee.org/riskfactor/computing/it/computer_problems_at_london_st,,,stock exchange
2008-02-01,,Tokyo Stock Exchange Experiences Computer Fault,Future trading was suspended for nearly three hours.,,,3,hours,2.66,,,,,Japan,Asia Pacific and Japan,Operational Failure,Commercial,,,Stock Exchanges,http://www.bloomberg.com/apps/news?pid=newsarchive&refer=Japan&sid=aWLtzQLW_bF4,,,stock exchange
2008-07-01,,Tokyo Stock Exchange Suspends Trading,The outage lasted over 4 hours.,,,4.3,hours,4.3,,,,,Japan,Asia Pacific and Japan,Operational Failure,Commercial,,,Stock Exchanges,http://spectrum.ieee.org/riskfactor/computing/it/tokyo_stock_exchange_has_yet_a,,,stock exchange
2008-09-01,,London Stock Exchange Shutdown Due to Software Problem,The exchange is shut for seven hours.,,,7,hours,7,,,,,UK,"Europe, Middle East, and Africa",Operational Failure,Commercial,,,Stock Exchanges,http://spectrum.ieee.org/riskfactor/computing/it/london_stock_exchange_shutdown,,,stock exchange
2008-12-01,,Network Issue Closes Toronto Stock Exchange,The exchange is closed for day by a network firmware issue.,,,1,days,24,,,,,Canada,The Americas,Operational Failure,Commercial,,,Stock Exchanges,http://spectrum.ieee.org/riskfactor/computing/it/toronto_stock_exchange_resumes,,,stock exchange
2009-06-01,,NY Stock Exchange Halts Trading in 242 Stocks Due to Server Error,Trading was halted for about an hour.,,,40,minutes,0.66,,,,,US,The Americas,Operational Failure,Commercial,,,Stock Exchanges,http://spectrum.ieee.org/riskfactor/computing/it/new-york-stock-exchange-trading-halted-last-week,,,stock exchange
2009-08-01,,NYSE Suffers Network  Problem,"2,000 securities were affected for about 20 minutes.",,,20,minutes,0.33,,,,,US,The Americas,Operational Failure,Commercial,,,Stock Exchanges,http://spectrum.ieee.org/riskfactor/computing/it/minor-glitches-at-new-york-and-london-exchanges-again-last-week,,,stock exchange
2009-11-01,,London Stock Exchange Suffers Two Outages,"One outage lasts over three hours, the other affects trading in 1 out of 12 stocks.",,,3.5,hours,3.5,,,,,UK,"Europe, Middle East, and Africa",Operational Failure,Commercial,,,Stock Exchanges,http://spectrum.ieee.org/riskfactor/computing/it/london-stock-exchange-goes-down-again,,,stock exchange
2009-05-01,,Computer Error Hits Detroit City Worker Paychecks,"15,000 city workers in Detroit couldn't cash their paychecks because of a computer processing error.",,,,,,15000,,,,US,The Americas,Operational Failure,Government,State/Local,Finance and Treasury,,http://spectrum.ieee.org/riskfactor/computing/it/city_worker_payrolls_hit_by_co,,,payroll
2010-06-01,4.34E8,Mistaken Deutsche Bank's $182 Billion Sell Order Almost Disrupts Osaka Exchange,"The bank blames a software glitch for the attempted mistrade, but still incurs $434 million loss for executed orders.",,,,,,,4.34E8,$,USD,Japan,Asia Pacific and Japan,Operational Failure,Commercial,,,Stock Exchanges,http://spectrum.ieee.org/riskfactor/computing/it/y167-trillion-182-billion-mistake-by-deutsche-bank-nearly-sinks-osaka-exchange; http://www.waterstechnology.com/sell-side-technology/opinion/1652849/mistakes-happen-deutsche-bank-trading-error-costs-usd434-million,,,stock exchange
